City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,trogir,43.5125,16.2517,53.89,54,0,5.75,HR,1637705437
364,kahului,20.8947,-156.47,87.82,56,20,20.71,US,1637705438
365,moron,-34.6534,-58.6198,78.06,34,0,3.0,AR,1637705438
366,sosnovo-ozerskoye,52.5249,111.5418,1.0,93,100,0.76,RU,1637705439
367,ingham,42.6,-84.3833,37.35,57,1,0.0,US,1637705439
368,taman,45.2117,36.7161,39.52,86,100,17.56,RU,1637705439
369,sampit,-2.5333,112.95,74.01,99,100,2.8,ID,1637705439
370,moose factory,51.2585,-80.6094,22.08,85,81,8.3,CA,1637705440
371,broken hill,-31.95,141.4333,73.71,53,98,7.16,AU,1637705440
372,florence,43.7667,11.25,53.28,65,0,5.75,IT,1637705440
373,ocos,14.5094,-92.1933,90.1,70,23,4.54,GT,1637705440
374,westport,41.1415,-73.3579,40.75,39,1,1.01,US,1637705441
375,vardo,70.3705,31.1107,21.18,68,75,13.8,NO,1637705441
376,mount isa,-20.7333,139.5,82.17,32,40,6.91,AU,1637705441
377,timiryazevskiy,56.49,84.8769,28.09,83,100,5.75,RU,1637705442
378,oktyabrskiy,54.4815,53.471,2.8,99,83,5.57,RU,1637705442
379,kupino,54.3663,77.2981,22.19,90,100,16.33,RU,1637705442
380,jardim,-21.4803,-56.1381,85.59,48,99,3.2,BR,1637705443
381,polunochnoye,60.8697,60.4153,4.6,87,98,5.75,RU,1637705443
382,guerrero negro,27.9769,-114.0611,74.16,45,93,9.37,MX,1637705443
383,omboue,-1.5746,9.2618,74.75,87,100,1.54,GA,1637705443
384,kapit,2.0167,112.9333,73.33,100,100,0.74,MY,1637705358
385,nara,34.6851,135.8049,51.08,45,30,13.65,JP,1637705444
386,kalanguy,51.0167,116.5167,-9.11,86,2,5.3,RU,1637705444
387,aketi,2.7388,23.7833,70.81,74,25,2.39,CD,1637705444
388,san juan,-31.5375,-68.5364,87.35,33,24,22.35,AR,1637705202
389,harper,4.375,-7.7169,79.54,83,15,8.68,LR,1637705445
390,katsuura,35.1333,140.3,54.19,60,0,30.15,JP,1637705445
391,labuhan,-6.8844,112.2051,77.79,88,100,5.23,ID,1637705445
392,kismayo,-0.3582,42.5454,78.8,82,94,8.32,SO,1637705446
393,new milford,40.9327,-74.0179,40.84,42,1,1.01,US,1637705446
394,atabayan,10.6833,122.4167,77.94,86,81,13.13,PH,1637705446
395,russkaya polyana,49.417,31.9201,31.01,92,99,2.71,UA,1637705446
396,dali,25.7,100.1833,44.38,92,17,1.81,CN,1637705447
397,sayat,38.7839,63.8803,49.69,33,15,2.53,TM,1637705447
398,belaya gora,68.5333,146.4167,-18.26,97,100,0.36,RU,1637705447
399,kerema,-7.9631,145.7785,80.01,82,97,2.28,PG,1637705447
400,aranos,-24.1333,19.1167,68.2,20,0,9.69,NA,1637705448
401,newport,51.5877,-2.9984,47.86,87,100,4.88,GB,1637705348
402,porbandar,21.6422,69.6093,77.5,49,25,6.55,IN,1637705448
403,buin,-33.7333,-70.75,82.74,38,0,9.06,CL,1637705448
404,chifeng,42.2683,118.9636,21.2,57,4,5.79,CN,1637705366
405,lagos,6.5833,3.75,79.32,88,31,4.21,NG,1637705220
406,provideniya,64.3833,-173.3,8.71,52,0,4.47,RU,1637705449
407,hofn,64.2539,-15.2082,35.62,62,100,11.1,IS,1637705449
408,nabire,-3.3667,135.4833,76.12,94,100,1.79,ID,1637705449
409,kazachinskoye,57.6953,93.2761,32.0,90,99,10.22,RU,1637705449
410,den helder,52.9599,4.7593,49.98,75,90,5.01,NL,1637705450
411,gorele,41.0308,39.0031,58.44,60,90,7.38,TR,1637705450
412,leningradskiy,69.3833,178.4167,-13.92,81,68,5.28,RU,1637705450
413,cochrane,51.1834,-114.4687,28.85,74,90,8.05,CA,1637705451
414,berlevag,70.8578,29.0864,22.95,63,0,8.05,NO,1637705451
415,dalby,-27.1833,151.2667,76.98,62,99,3.0,AU,1637705451
416,banda aceh,5.5577,95.3222,78.93,84,100,5.32,ID,1637705451
417,kailua,21.4022,-157.7394,87.78,68,18,13.78,US,1637705217
418,khandbari,27.3747,87.2039,54.19,78,31,2.1,NP,1637705452
419,prainha,-1.8,-53.48,80.91,63,16,3.33,BR,1637705452
420,comodoro rivadavia,-45.8667,-67.5,80.46,12,0,26.46,AR,1637705225
421,waipawa,-41.4122,175.5153,62.02,55,18,5.97,NZ,1637705452
422,kijang,35.2442,129.2139,43.57,78,56,11.36,KR,1637705453
423,durban,-29.8579,31.0292,66.02,63,80,4.0,ZA,1637705453
424,hopelchen,19.7667,-89.85,78.08,43,12,5.7,MX,1637705453
425,lazaro cardenas,17.9583,-102.2,82.35,71,7,8.39,MX,1637705165
426,te horo,-40.8084,175.1233,64.67,68,2,5.01,NZ,1637705454
427,palora,-1.7,-77.9333,69.91,96,99,1.45,EC,1637705454
428,atambua,-9.1061,124.8925,76.24,81,98,2.01,ID,1637705454
429,aldan,58.6031,125.3894,-12.77,99,100,1.03,RU,1637705454
430,kiunga,-6.1219,141.2906,77.94,88,74,2.21,PG,1637705455
431,dunedin,-45.8742,170.5036,58.73,59,100,1.81,NZ,1637705258
432,maceio,-9.6658,-35.7353,80.04,78,20,9.22,BR,1637705455
433,valley city,46.9233,-98.0032,48.72,46,1,0.0,US,1637705455
434,binga,-17.6203,27.3414,73.54,77,63,3.96,ZW,1637705455
435,vila velha,-20.3297,-40.2925,75.15,85,0,4.0,BR,1637705456
436,russell,32.3502,-85.1999,56.8,41,1,3.44,US,1637705456
437,mamallapuram,12.6264,80.1722,81.05,78,87,8.3,IN,1637705456
438,bouar,5.934,15.596,68.52,55,1,3.89,CF,1637705456
439,tevaitoa,-16.7833,-151.5,80.56,72,48,3.74,PF,1637705457
440,sogne,58.0833,7.8167,47.7,75,100,18.68,NO,1637705457
441,elizabeth city,36.2946,-76.2511,44.02,48,1,16.11,US,1637705442
442,alepe,5.5004,-3.6631,82.27,94,75,3.69,CI,1637705457
443,burnie,-41.0667,145.9167,64.94,68,100,6.58,AU,1637705458
444,wilmington island,32.0036,-80.9737,53.69,37,1,0.0,US,1637705458
445,janesville,42.6828,-89.0187,44.2,39,40,3.0,US,1637705397
446,cabo san lucas,22.8909,-109.9124,84.61,62,40,8.01,MX,1637705458
447,balabac,7.9868,117.0645,82.71,79,100,14.36,PH,1637705459
448,lang son,21.8333,106.7333,55.02,64,100,6.02,VN,1637705459
449,atar,20.5169,-13.0499,82.87,30,88,9.89,MR,1637705459
450,gaoual,11.75,-13.2,78.98,40,12,2.77,GN,1637705459
451,kearney,40.6995,-99.0815,70.72,23,1,15.99,US,1637705233
452,maniitsoq,65.4167,-52.9,28.9,93,100,30.36,GL,1637705460
453,lensk,60.7253,114.9278,-16.1,98,81,3.11,RU,1637705460
454,juneau,58.3019,-134.4197,35.65,92,90,6.91,US,1637705460
455,winnemucca,40.973,-117.7357,50.05,37,75,20.71,US,1637705461
456,puerto escondido,15.85,-97.0667,83.23,69,1,4.61,MX,1637705461
457,bardiyah,31.7561,25.0865,64.94,48,27,9.66,LY,1637705461
458,namibe,-15.1961,12.1522,70.18,72,8,5.39,AO,1637705462
459,itarema,-2.9248,-39.9167,80.8,78,100,15.19,BR,1637705176
460,ola,59.5833,151.2833,12.72,76,20,17.02,RU,1637705462
461,sobolevo,54.4299,31.8996,21.76,65,1,7.4,RU,1637705462
462,dingle,10.9995,122.6711,75.76,91,86,7.25,PH,1637705463
463,sindor,62.8629,51.8905,15.69,94,100,7.74,RU,1637705463
464,celestun,20.8667,-90.4,78.78,66,22,16.78,MX,1637705463
465,verkhnyaya inta,65.9811,60.3094,10.2,95,100,15.95,RU,1637705464
466,nishihara,26.1842,127.7558,63.68,55,20,13.8,JP,1637705464
467,saint anthony,45.0205,-93.218,53.92,35,1,12.66,US,1637705433
468,traralgon,-38.1833,146.5333,70.9,82,93,1.01,AU,1637705464
469,wasilla,61.5814,-149.4394,11.44,66,1,9.22,US,1637705283
470,nemuro,43.3236,145.575,41.29,62,100,13.38,JP,1637705209
471,ribeira brava,32.65,-17.0667,68.63,80,100,6.76,PT,1637705465
472,gobabis,-22.45,18.9667,69.78,17,0,9.91,NA,1637705465
473,asosa,10.0667,34.5333,68.36,46,96,4.21,ET,1637705465
474,fereydunshahr,32.941,50.121,33.22,72,0,3.8,IR,1637705465
475,koslan,63.4564,48.8989,9.34,97,99,5.37,RU,1637705466
476,sijunjung,-0.6876,100.9537,72.23,84,100,1.05,ID,1637705466
477,nueva loja,0.0847,-76.8828,76.48,100,75,3.44,EC,1637705174
478,dubki,43.0225,46.8372,43.38,46,80,4.85,RU,1637705466
479,odweyne,9.4092,45.064,65.79,44,54,7.11,SO,1637705245
480,avera,33.194,-82.5271,54.75,34,3,3.31,US,1637705467
481,inhambane,-23.865,35.3833,72.97,92,98,16.75,MZ,1637705467
482,port-gentil,-0.7193,8.7815,78.13,80,97,1.28,GA,1637705467
483,tezu,27.9167,96.1667,61.79,75,78,2.55,IN,1637705467
484,oussouye,12.485,-16.5469,79.21,82,18,5.64,SN,1637705468
485,eskil,38.4017,33.4131,50.4,68,99,9.24,TR,1637705468
486,tecalitlan,19.4667,-103.3,75.65,53,30,5.03,MX,1637705468
487,bad reichenhall,47.7333,12.8833,34.3,100,20,3.44,DE,1637705469
488,bara,10.3744,10.7288,78.87,25,80,5.48,NG,1637705469
489,edson,53.5835,-116.4356,21.31,68,20,4.61,CA,1637705469
490,marsh harbour,26.5412,-77.0636,71.91,61,1,27.6,BS,1637705469
491,lasa,46.6166,10.7002,34.54,65,3,0.69,IT,1637705470
492,rocha,-34.4833,-54.3333,57.07,64,0,6.24,UY,1637705470
493,denpasar,-8.65,115.2167,78.46,94,40,2.3,ID,1637705470
494,pangnirtung,66.1451,-65.7125,24.82,70,100,25.17,CA,1637705293
495,whitehorse,60.7161,-135.0538,8.31,78,99,8.01,CA,1637705470
496,payyannur,12.1,75.2,76.14,91,24,4.21,IN,1637705471
497,beira,-19.8436,34.8389,78.85,85,93,7.63,MZ,1637705471
498,elliot lake,46.3834,-82.6331,27.34,73,55,4.94,CA,1637705471
499,oranjestad,12.524,-70.027,82.35,78,20,13.8,AW,1637705206
500,annavasal,10.4667,78.7,73.62,96,99,7.43,IN,1637705472
501,sumenep,-7.0167,113.8667,78.57,86,99,5.59,ID,1637705472
502,karasburg,-28.0167,18.75,66.76,38,28,11.86,NA,1637705472
503,juan lacaze,-34.4342,-57.4381,75.11,43,0,11.92,UY,1637705472
504,urucui,-7.2294,-44.5561,78.96,78,99,2.21,BR,1637705473
505,maunabo,18.0072,-65.8993,84.02,73,27,3.76,PR,1637705473
506,areosa,41.7178,-8.8571,52.32,71,5,16.2,PT,1637705473
507,veliki preslav,43.1667,26.8167,52.21,83,100,3.33,BG,1637705473
508,portobelo,9.55,-79.65,75.61,87,100,6.22,PA,1637705474
509,douglas,41.3,-96.167,69.1,26,1,11.5,US,1637705474
510,lubango,-14.9172,13.4925,62.28,65,4,5.19,AO,1637705474
511,esna,25.2934,32.554,65.43,38,1,6.98,EG,1637705475
512,corning,42.1428,-77.0547,33.84,75,90,0.0,US,1637705475
513,dubti,11.7361,41.0853,81.7,47,44,5.28,ET,1637705475
514,ystad,55.4297,13.8204,46.98,83,90,18.19,SE,1637705475
515,san andres,12.5847,-81.7006,84.22,70,90,9.22,CO,1637705476
516,port moresby,-9.4431,147.1797,80.06,80,22,3.11,PG,1637705476
517,vila,42.0304,-8.1588,41.32,80,49,6.73,PT,1637705476
518,burbank,34.1808,-118.309,79.05,26,1,5.01,US,1637705477
519,olga,43.7444,135.2892,20.82,49,98,9.73,RU,1637705477
520,innisfail,-17.5333,146.0333,77.59,87,99,3.09,AU,1637705477
521,college,64.8569,-147.8028,-0.74,62,20,3.44,US,1637705477
522,nguru,12.8791,10.4526,79.84,20,3,9.73,NG,1637705211
523,kedougou,12.5579,-12.1743,80.73,25,36,3.74,SN,1637705478
524,mirnyy,62.5353,113.9611,-18.53,98,77,4.07,RU,1637705478
525,kabardinka,44.6514,37.9428,39.42,88,100,8.68,RU,1637705478
526,gisors,49.2818,1.7801,44.24,94,0,9.33,FR,1637705478
527,roebourne,-20.7833,117.1333,81.09,42,92,4.14,AU,1637705479
528,belmonte,-15.8631,-38.8828,77.5,86,62,6.76,BR,1637705479
529,tahoua,14.8888,5.2692,81.34,16,1,8.25,NE,1637705479
530,talara,-4.5772,-81.2719,72.36,68,0,17.27,PE,1637705480
531,santiago del estero,-27.7951,-64.2615,74.8,82,100,5.7,AR,1637705480
532,pittsburg,38.028,-121.8847,66.96,64,1,4.0,US,1637705185
533,mopti,14.6667,-4.0,83.34,18,2,7.7,ML,1637705480
534,bonfim,3.0833,-59.95,83.97,64,100,4.65,BR,1637705480
535,dudinka,69.4058,86.1778,13.86,83,100,15.17,RU,1637705234
536,chopinzinho,-25.8558,-52.5233,73.06,64,86,3.98,BR,1637705481
537,ancona,43.55,13.1667,52.34,70,100,4.0,IT,1637705481
538,puerto gaitan,4.3133,-72.0816,82.81,73,95,3.36,CO,1637705247
539,coihaique,-45.5752,-72.0662,65.01,39,75,10.36,CL,1637705237
540,snezhnogorsk,69.1933,33.2531,-2.42,81,100,2.89,RU,1637705482
541,bitam,2.076,11.5007,68.68,97,48,2.71,GA,1637705482
542,tashla,51.7716,52.7427,16.83,94,100,4.85,RU,1637705482
543,huaiyuan,32.973,117.1995,40.53,46,0,7.27,CN,1637705482
544,srednekolymsk,67.45,153.6833,-22.07,97,100,3.65,RU,1637705355
545,poum,-20.2333,164.0167,78.87,76,100,13.98,NC,1637705483
546,orbetello,42.4408,11.2196,52.79,80,44,7.43,IT,1637705483
547,zhenlai,45.8495,123.2973,9.45,77,8,8.28,CN,1637705483
548,buala,-8.145,159.5921,83.95,73,87,7.9,SB,1637705484
549,svetlogorsk,52.6333,29.7333,29.21,92,88,3.49,BY,1637705484
550,jining,35.405,116.5814,35.51,59,0,5.75,CN,1637705484
551,nyrob,60.733,56.7202,5.88,99,100,2.42,RU,1637705484
552,vargashi,55.3556,65.8467,15.15,90,27,13.29,RU,1637705485
553,briancon,44.9,6.65,37.51,95,96,4.61,FR,1637705485
554,bushehr,28.9684,50.8385,73.71,56,0,18.61,IR,1637705485
555,elk city,35.412,-99.4043,70.29,19,1,26.46,US,1637705486
556,ayagoz,47.9714,80.4392,30.42,90,100,13.33,KZ,1637705432
557,kopanskaya,46.2779,38.4795,39.92,91,100,8.95,RU,1637705486
558,sorland,67.667,12.6934,39.58,63,96,29.04,NO,1637705486
559,sagua la grande,22.8067,-80.0756,74.39,64,86,13.0,CU,1637705487
560,turayf,31.6725,38.6637,55.6,46,3,5.39,SA,1637705487
561,orsk,51.2049,58.5668,20.8,90,100,1.63,RU,1637705487
562,nova soure,-11.2333,-38.4833,79.97,65,80,14.54,BR,1637705487
563,bonavista,48.6499,-53.1147,43.12,84,100,27.07,CA,1637705488
564,sinjar,36.3209,41.8754,55.27,54,10,5.23,IQ,1637705488
565,coueron,47.2151,-1.7217,42.48,73,0,14.97,FR,1637705488
566,banjar,-8.19,114.9675,78.66,89,99,4.25,ID,1637705489
567,lima,-12.0432,-77.0282,71.91,68,0,12.66,PE,1637705481
568,xichang,27.8964,102.2634,43.18,96,100,2.77,CN,1637705345
569,phalombe,-15.8064,35.6507,75.76,62,95,1.88,MW,1637705489
